GeneSymbol_input,STRING_id,GeneSymbol_STRING
Tra2b,10116.ENSRNOP00000002429,Tra2b
Tgfa,10116.ENSRNOP00000054248,Tgfa
Eef1g,10116.ENSRNOP00000027305,Eef1g
Flrt2,10116.ENSRNOP00000004955,Flrt2
Ltbp4,10116.ENSRNOP00000028322,Ltbp4
Ppl,10116.ENSRNOP00000004026,Ppl
C1qbp,10116.ENSRNOP00000031020,C1qbp
Trmt1,10116.ENSRNOP00000003941,Trmt1
Gnao1,10116.ENSRNOP00000026373,Gnao1
Tmsb10,10116.ENSRNOP00000051221,Tmsb10
Cdcp1,10116.ENSRNOP00000006272,Cdcp1
Rnf111,10116.ENSRNOP00000069810,Rnf111
Rbbp8,10116.ENSRNOP00000017291,Rbbp8
Tpm4,10116.ENSRNOP00000021073,Tpm4
Hpf1,10116.ENSRNOP00000015130,Hpf1
Hdac4,10116.ENSRNOP00000027622,Hdac4
Nanos1,10116.ENSRNOP00000033820,Nanos1
G3bp1,10116.ENSRNOP00000018149,G3bp1
Ercc6l,10116.ENSRNOP00000004310,Ercc6l
Psmg4,10116.ENSRNOP00000056879,Psmg4
Ska3,10116.ENSRNOP00000033626,Ska3
Pkp3,10116.ENSRNOP00000020864,Pkp3
Pten,10116.ENSRNOP00000028143,Pten
H2bc1,10116.ENSRNOP00000022630,H2bc1
Col15a1,10116.ENSRNOP00000017217,Col15a1
Eif1ax,10116.ENSRNOP00000008509,Eif1ax
Clec4d,10116.ENSRNOP00000013536,Clec4d
Wdr12,10116.ENSRNOP00000023463,Wdr12
St3gal1,10116.ENSRNOP00000076083,St3gal1
Flot1,10116.ENSRNOP00000071275,Flot1
Dnah8,10116.ENSRNOP00000000651,Dnah8
Atad2,10116.ENSRNOP00000008508,Atad2
Plcd3,10116.ENSRNOP00000004140,Plcd3
Mapk7,10116.ENSRNOP00000054673,Mapk7
Minpp1,10116.ENSRNOP00000015017,Minpp1
Cand1,10116.ENSRNOP00000010720,Cand1
Vsnl1,10116.ENSRNOP00000007609,Vsnl1
Lonp1,10116.ENSRNOP00000066618,Lonp1
Hnrnpab,10116.ENSRNOP00000004885,Hnrnpab
Ooep,10116.ENSRNOP00000066293,Ooep
Sema4b,10116.ENSRNOP00000030864,Sema4b
Zfp511,10116.ENSRNOP00000045081,Zfp511
Cdt1,10116.ENSRNOP00000018923,Cdt1
Txndc9,10116.ENSRNOP00000025098,Txndc9
Ddias,10116.ENSRNOP00000030379,Ddias
Tmem253,10116.ENSRNOP00000057264,Tmem253
Ddx10,10116.ENSRNOP00000017683,Ddx10
Pafah1b1,10116.ENSRNOP00000003696,Pafah1b1
Lacc1,10116.ENSRNOP00000036081,Lacc1
Psmd2,10116.ENSRNOP00000002358,Psmd2
Nelfb,10116.ENSRNOP00000012978,Nelfb
Fam89b,10116.ENSRNOP00000016987,Fam89b
Pim1,10116.ENSRNOP00000000637,Pim1
Plekha3,10116.ENSRNOP00000016132,Plekha3
Apln,10116.ENSRNOP00000005331,Apln
Ptp4a2,10116.ENSRNOP00000064832,Ptp4a2
Aloxe3,10116.ENSRNOP00000010141,Aloxe3
Nfx1,10116.ENSRNOP00000057423,Nfx1
Tent5b,10116.ENSRNOP00000070098,Tent5b
Rad9a,10116.ENSRNOP00000025317,Rad9a
Nr5a2,10116.ENSRNOP00000000812,Nr5a2
Cdk2,10116.ENSRNOP00000032191,Cdk2
Dync1i2,10116.ENSRNOP00000060919,Dync1i2
Ppm1n,10116.ENSRNOP00000069023,Ppm1n
Rmi2,10116.ENSRNOP00000033277,Rmi2
Sh3bgrl3,10116.ENSRNOP00000021734,Sh3bgrl3
Wipi2,10116.ENSRNOP00000001476,Wipi2
Sumo3,10116.ENSRNOP00000001637,Sumo3
Gpn1,10116.ENSRNOP00000006599,Gpn1
Haus6,10116.ENSRNOP00000073222,Haus6
Parp9,10116.ENSRNOP00000033812,Parp9
Tnpo1,10116.ENSRNOP00000020543,Tnpo1
Cd276,10116.ENSRNOP00000049249,Cd276
Crlf1,10116.ENSRNOP00000056846,Crlf1
Sde2,10116.ENSRNOP00000075283,Sde2
Zmym5,10116.ENSRNOP00000041172,Zmym5
Parp3,10116.ENSRNOP00000017224,Parp3
Prim1,10116.ENSRNOP00000062827,Prim1
Cass4,10116.ENSRNOP00000037343,Cass4
Cenpn,10116.ENSRNOP00000050945,Cenpn
Pcgf6,10116.ENSRNOP00000027450,Pcgf6
Sh3d19,10116.ENSRNOP00000076208,Sh3d19
Cdk9,10116.ENSRNOP00000037778,Cdk9
Wnt7a,10116.ENSRNOP00000066101,Wnt7a
Stx1a,10116.ENSRNOP00000040699,Stx1a
H1f1,10116.ENSRNOP00000023054,H1f1
Mcu,10116.ENSRNOP00000067686,Mcu
Rpl7l1,10116.ENSRNOP00000021803,Rpl7l1
Shfl,10116.ENSRNOP00000027949,Shfl
Acot9,10116.ENSRNOP00000005033,Acot9
Abcf1,10116.ENSRNOP00000001049,Abcf1
Gpr153,10116.ENSRNOP00000014444,Gpr153
Zmat3,10116.ENSRNOP00000013858,Zmat3
Dhx15,10116.ENSRNOP00000005126,Dhx15
Adpgk,10116.ENSRNOP00000013022,Adpgk
Itpkc,10116.ENSRNOP00000018696,Itpkc
Spats2l,10116.ENSRNOP00000069610,Spats2l
Map2k4,10116.ENSRNOP00000005293,Map2k4
Mbd1,10116.ENSRNOP00000037640,Mbd1
Irf8,10116.ENSRNOP00000024069,Irf8
Brd7,10116.ENSRNOP00000068771,Brd7
Nipsnap3b,10116.ENSRNOP00000013759,Nipsnap3b
Secisbp2l,10116.ENSRNOP00000011551,Secisbp2l
Phf13,10116.ENSRNOP00000012407,Phf13
Gorab,10116.ENSRNOP00000005148,Gorab
Hprt1,10116.ENSRNOP00000062740,Hprt1
Serpinb6a,10116.ENSRNOP00000024161,Serpinb6a
Hmox1,10116.ENSRNOP00000019192,Hmox1
Tax1bp3,10116.ENSRNOP00000053298,Tax1bp3
Mcm3,10116.ENSRNOP00000017081,Mcm3
Palb2,10116.ENSRNOP00000041446,Palb2
Creb5,10116.ENSRNOP00000036595,Creb5
Sf3b5,10116.ENSRNOP00000019994,Sf3b5
Stard3nl,10116.ENSRNOP00000068597,Stard3nl
Slc44a1,10116.ENSRNOP00000071535,Slc44a1
Slc34a2,10116.ENSRNOP00000050889,Slc34a2
Rpl22l1,10116.ENSRNOP00000015756,Rpl22l1
Hsd17b6,10116.ENSRNOP00000003498,Hsd17b6
Rpl10a,10116.ENSRNOP00000000603,Rpl10a
Acp4,10116.ENSRNOP00000075674,Acp4
Tgfb1,10116.ENSRNOP00000028051,Tgfb1
RT1-CE4,10116.ENSRNOP00000059471,RT1-CE4
Rnd3,10116.ENSRNOP00000006111,Rnd3
Ift43,10116.ENSRNOP00000013560,Ift43
Camk2g,10116.ENSRNOP00000061233,Camk2g
Fkbp4,10116.ENSRNOP00000008737,Fkbp4
Foxj3,10116.ENSRNOP00000069938,Foxj3
Fcrl2,10116.ENSRNOP00000021938,Fcrl2
Ftl1,10116.ENSRNOP00000028315,Ftl1
Xrcc3,10116.ENSRNOP00000016208,Xrcc3
Mrpl21,10116.ENSRNOP00000018848,Mrpl21
Fus,10116.ENSRNOP00000033029,Fus
Trappc2l,10116.ENSRNOP00000019740,Trappc2l
Calcb,10116.ENSRNOP00000014764,Calcb
Zbtb38,10116.ENSRNOP00000067350,Zbtb38
Ddx49,10116.ENSRNOP00000004891,Ddx49
Kcnd1,10116.ENSRNOP00000011994,Kcnd1
Cmklr1,10116.ENSRNOP00000000893,Cmklr1
Lcat,10116.ENSRNOP00000026583,Lcat
Haus8,10116.ENSRNOP00000071943,Haus8
Ppdpf,10116.ENSRNOP00000017319,Ppdpf
Nol9,10116.ENSRNOP00000013535,Nol9
Nufip2,10116.ENSRNOP00000031472,Nufip2
Gfod2,10116.ENSRNOP00000024197,Gfod2
Tapbpl,10116.ENSRNOP00000038874,Tapbpl
Chtf18,10116.ENSRNOP00000026139,Chtf18
RT1-CE7,10116.ENSRNOP00000057830,RT1-CE7
Sertad1,10116.ENSRNOP00000028451,Sertad1
Tuba1a,10116.ENSRNOP00000075232,Tuba1a
Mms22l,10116.ENSRNOP00000009545,Mms22l
Reep5,10116.ENSRNOP00000027345,Reep5
St3gal4,10116.ENSRNOP00000013243,St3gal4
Cenpk,10116.ENSRNOP00000057684,Cenpk
Dusp9,10116.ENSRNOP00000070655,Dusp9
Diaph3,10116.ENSRNOP00000012167,Diaph3
Rbbp7,10116.ENSRNOP00000062148,Rbbp7
Utp4,10116.ENSRNOP00000027553,Utp4
Sema6b,10116.ENSRNOP00000067668,Sema6b
Dbnl,10116.ENSRNOP00000017375,Dbnl
Tmem43,10116.ENSRNOP00000010895,Tmem43
Fam111a,10116.ENSRNOP00000016152,Fam111a
Cul2,10116.ENSRNOP00000074075,Cul2
Txndc5,10116.ENSRNOP00000018310,Txndc5
Il4r,10116.ENSRNOP00000020994,Il4r
Elf3,10116.ENSRNOP00000008753,Elf3
Emc8,10116.ENSRNOP00000023855,Emc8
Polr3d,10116.ENSRNOP00000013390,Polr3d
Gpr132,10116.ENSRNOP00000018613,Gpr132
Gpat4,10116.ENSRNOP00000024392,Gpat4
Tmcc2,10116.ENSRNOP00000000036,Tmcc2
Srsf12,10116.ENSRNOP00000072223,Srsf12
Smarca5,10116.ENSRNOP00000024568,Smarca5
Usp31,10116.ENSRNOP00000072390,Usp31
Creb3,10116.ENSRNOP00000072482,Creb3
Setd5,10116.ENSRNOP00000059211,Setd5
Des,10116.ENSRNOP00000026860,Des
B4galnt4,10116.ENSRNOP00000069694,B4galnt4
Dennd5a,10116.ENSRNOP00000017485,Dennd5a
Gtf2f1,10116.ENSRNOP00000064830,Gtf2f1
Ube2i,10116.ENSRNOP00000024406,Ube2i
Serpinh1,10116.ENSRNOP00000022983,Serpinh1
Bach1,10116.ENSRNOP00000071976,Bach1
Sec61a1,10116.ENSRNOP00000018455,Sec61a1
Tigd3,10116.ENSRNOP00000035812,Tigd3
Rcan1,10116.ENSRNOP00000002715,Rcan1
Rpl19,10116.ENSRNOP00000006359,Rpl19
Tipin,10116.ENSRNOP00000059833,Tipin
Ccne2,10116.ENSRNOP00000010696,Ccne2
Plk5,10116.ENSRNOP00000051194,Plk5
Armcx4,10116.ENSRNOP00000051224,Armcx4
Steap1,10116.ENSRNOP00000000018,Steap1
Chaf1b,10116.ENSRNOP00000002299,Chaf1b
Xpo6,10116.ENSRNOP00000022502,Xpo6
Plrg1,10116.ENSRNOP00000009112,Plrg1
Ifitm3,10116.ENSRNOP00000020265,Ifitm3
Rps4x,10116.ENSRNOP00000043988,Rps4x
Tnfrsf9,10116.ENSRNOP00000052371,Tnfrsf9
Ddx47,10116.ENSRNOP00000011096,Ddx47
Slc7a6os,10116.ENSRNOP00000027200,Slc7a6os
Gnai3,10116.ENSRNOP00000026710,Gnai3
Ptprc,10116.ENSRNOP00000063859,Ptprc
Mapk10,10116.ENSRNOP00000075846,Mapk10
Pkmyt1,10116.ENSRNOP00000004936,Pkmyt1
E2f4,10116.ENSRNOP00000021145,E2f4
Nsd2,10116.ENSRNOP00000021952,Nsd2
Pclaf,10116.ENSRNOP00000022256,Pclaf
Hspa12b,10116.ENSRNOP00000028856,Hspa12b
Zdhhc13,10116.ENSRNOP00000019175,Zdhhc13
Sema4a,10116.ENSRNOP00000053704,Sema4a
Tasor2,10116.ENSRNOP00000051465,Tasor2
Cbr3,10116.ENSRNOP00000002310,Cbr3
Lgals3,10116.ENSRNOP00000070344,Lgals3
Rpl32,10116.ENSRNOP00000014493,Rpl32
Fsd1,10116.ENSRNOP00000065407,Fsd1
Vps72,10116.ENSRNOP00000028625,Vps72
Gins2,10116.ENSRNOP00000023709,Gins2
Ist1,10116.ENSRNOP00000020365,Ist1
Akt1,10116.ENSRNOP00000038369,Akt1
Alkbh1,10116.ENSRNOP00000062185,Alkbh1
Junb,10116.ENSRNOP00000061729,Junb
Cfap157,10116.ENSRNOP00000020660,Cfap157
Nup62,10116.ENSRNOP00000067556,Nup62
Enoph1,10116.ENSRNOP00000003083,Enoph1
Poglut3,10116.ENSRNOP00000009497,Poglut3
Asf1b,10116.ENSRNOP00000006964,Asf1b
U2af2,10116.ENSRNOP00000021392,U2af2
Psmb9,10116.ENSRNOP00000000532,Psmb9
Hnrnpul2,10116.ENSRNOP00000026416,Hnrnpul2
Paf1,10116.ENSRNOP00000026778,Paf1
Ankrd65,10116.ENSRNOP00000060539,Ankrd65
Efemp2,10116.ENSRNOP00000072344,Efemp2
Manbal,10116.ENSRNOP00000050480,Manbal
Skp2,10116.ENSRNOP00000074788,Skp2
Brsk1,10116.ENSRNOP00000033679,Brsk1
Dok5,10116.ENSRNOP00000017654,Dok5
Serpinb9,10116.ENSRNOP00000022194,Serpinb9
Kntc1,10116.ENSRNOP00000063431,Kntc1
Chid1,10116.ENSRNOP00000072589,Chid1
Tspan31,10116.ENSRNOP00000036976,Tspan31
Hmgn2,10116.ENSRNOP00000074978,Hmgn2
Sirt6,10116.ENSRNOP00000008758,Sirt6
Nrarp,10116.ENSRNOP00000058835,Nrarp
Cavin1,10116.ENSRNOP00000026783,Cavin1
Cap1,10116.ENSRNOP00000018711,Cap1
Katna1,10116.ENSRNOP00000020417,Katna1
Cnih2,10116.ENSRNOP00000027421,Cnih2
Lsm14a,10116.ENSRNOP00000030800,Lsm14a
Sema4c,10116.ENSRNOP00000021956,Sema4c
Clstn3,10116.ENSRNOP00000015570,Clstn3
Actr3,10116.ENSRNOP00000071780,Actr3
Tex30,10116.ENSRNOP00000015600,Tex30
Bpifb1,10116.ENSRNOP00000052209,Bpifb1
Prl5a1,10116.ENSRNOP00000021982,Prl5a1
Cchcr1,10116.ENSRNOP00000067117,Cchcr1
Ogfrl1,10116.ENSRNOP00000019062,Ogfrl1
Pgm2,10116.ENSRNOP00000002977,Pgm2
Mrps18b,10116.ENSRNOP00000001058,Mrps18b
Impact,10116.ENSRNOP00000064200,Impact
Trex1,10116.ENSRNOP00000034541,Trex1
Cdca2,10116.ENSRNOP00000038312,Cdca2
Psmc3,10116.ENSRNOP00000015757,Psmc3
Alox15,10116.ENSRNOP00000026038,Alox15
Sf3a1,10116.ENSRNOP00000008355,Sf3a1
Kpna1,10116.ENSRNOP00000071569,Kpna1
Krt4,10116.ENSRNOP00000012943,Krt4
Atp10a,10116.ENSRNOP00000069976,Atp10a
Mybpc2,10116.ENSRNOP00000062025,Mybpc2
Elk3,10116.ENSRNOP00000005911,Elk3
Sh3gl1,10116.ENSRNOP00000066789,Sh3gl1
Gnb2,10116.ENSRNOP00000001911,Gnb2
Cd72,10116.ENSRNOP00000057186,Cd72
Lmnb1,10116.ENSRNOP00000019351,Lmnb1
Hpse,10116.ENSRNOP00000002983,Hpse
Dcp1a,10116.ENSRNOP00000021473,Dcp1a
Sstr3,10116.ENSRNOP00000009612,Sstr3
Sec61g,10116.ENSRNOP00000006906,Sec61g
Yap1,10116.ENSRNOP00000008074,Yap1
Rpl15,10116.ENSRNOP00000010759,Rpl15
Zdhhc5,10116.ENSRNOP00000009708,Zdhhc5
Ttll4,10116.ENSRNOP00000023067,Ttll4
Cnot9,10116.ENSRNOP00000021548,Cnot9
Arhgdia,10116.ENSRNOP00000051840,Arhgdia
Ctsz,10116.ENSRNOP00000066523,Ctsz
Fxyd5,10116.ENSRNOP00000028597,Fxyd5
Pask,10116.ENSRNOP00000022748,Pask
Lsm11,10116.ENSRNOP00000007267,Lsm11
Rrn3,10116.ENSRNOP00000074735,Rrn3
Ncdn,10116.ENSRNOP00000016229,Ncdn
Cenpb,10116.ENSRNOP00000075557,Cenpb
Sae1,10116.ENSRNOP00000020402,Sae1
Wdr75,10116.ENSRNOP00000074925,Wdr75
Tifa,10116.ENSRNOP00000072333,Tifa
Rgs19,10116.ENSRNOP00000022451,Rgs19
Bag1,10116.ENSRNOP00000011455,Bag1
Orc2,10116.ENSRNOP00000042867,Orc2
Cd2bp2,10116.ENSRNOP00000023285,Cd2bp2
Phox2b,10116.ENSRNOP00000070623,Phox2b
Smarcb1,10116.ENSRNOP00000034916,Smarcb1
Sec23ip,10116.ENSRNOP00000027665,Sec23ip
Hectd2,10116.ENSRNOP00000068974,Hectd2
Shmt2,10116.ENSRNOP00000011082,Shmt2
Slain1,10116.ENSRNOP00000061269,Slain1
Septin7,10116.ENSRNOP00000059464,Septin7
Rdm1,10116.ENSRNOP00000028174,Rdm1
Mab21l4,10116.ENSRNOP00000070129,Mab21l4
Hrob,10116.ENSRNOP00000075073,Hrob
Kcnk13,10116.ENSRNOP00000067310,Kcnk13
Map3k7,10116.ENSRNOP00000007654,Map3k7
Limk1,10116.ENSRNOP00000073078,Limk1
Atad3a,10116.ENSRNOP00000046842,Atad3a
Ppp4c,10116.ENSRNOP00000026909,Ppp4c
Dysf,10116.ENSRNOP00000074138,Dysf
Abhd17b,10116.ENSRNOP00000047508,Abhd17b
Serbp1,10116.ENSRNOP00000009503,Serbp1
Rplp0l1,10116.ENSRNOP00000046157,Rplp0l1
Mmp9,10116.ENSRNOP00000023965,Mmp9
Tbc1d20,10116.ENSRNOP00000008713,Tbc1d20
Bola2,10116.ENSRNOP00000066485,Bola2
Eef2,10116.ENSRNOP00000041821,Eef2
Mcm10,10116.ENSRNOP00000024178,Mcm10
Sf3a2,10116.ENSRNOP00000026202,Sf3a2
Atxn2l,10116.ENSRNOP00000070616,Atxn2l
Cd52,10116.ENSRNOP00000020688,Cd52
Hk3,10116.ENSRNOP00000068888,Hk3
Mtbp,10116.ENSRNOP00000005887,Mtbp
Coq8b,10116.ENSRNOP00000028290,Coq8b
Ubap2,10116.ENSRNOP00000070670,Ubap2
Ccnc,10116.ENSRNOP00000011442,Ccnc
Ccna2,10116.ENSRNOP00000021156,Ccna2
Map3k20,10116.ENSRNOP00000002068,Map3k20
Plk4,10116.ENSRNOP00000016946,Plk4
Slc39a6,10116.ENSRNOP00000075595,Slc39a6
Prpf31,10116.ENSRNOP00000072903,Prpf31
Hist1h2ah,10116.ENSRNOP00000013790,Hist1h2ah
Rpl7,10116.ENSRNOP00000009431,Rpl7
Cacna1h,10116.ENSRNOP00000042239,Cacna1h
Il27,10116.ENSRNOP00000025950,Il27
Rbm18,10116.ENSRNOP00000009706,Rbm18
Spryd3,10116.ENSRNOP00000052188,Spryd3
Reg3g,10116.ENSRNOP00000008665,Reg3g
Mad2l1,10116.ENSRNOP00000007285,Mad2l1
Lhx6,10116.ENSRNOP00000008817,Lhx6
Tuba4a,10116.ENSRNOP00000004797,Tuba4a
Psmc2,10116.ENSRNOP00000016450,Psmc2
Gmfg,10116.ENSRNOP00000026891,Gmfg
Faslg,10116.ENSRNOP00000003998,Faslg
Donson,10116.ENSRNOP00000058017,Donson
Tlr2,10116.ENSRNOP00000013025,Tlr2
Rac1,10116.ENSRNOP00000001417,Rac1
Btbd19,10116.ENSRNOP00000062687,Btbd19
Mboat1,10116.ENSRNOP00000034823,Mboat1
Prkx,10116.ENSRNOP00000072103,Prkx
Hk2,10116.ENSRNOP00000008813,Hk2
Kcnk7,10116.ENSRNOP00000028197,Kcnk7
Wfdc2,10116.ENSRNOP00000019804,Wfdc2
Amigo2,10116.ENSRNOP00000009199,Amigo2
Pdgfrb,10116.ENSRNOP00000060534,Pdgfrb
Nup155,10116.ENSRNOP00000074340,Nup155
Atp1a3,10116.ENSRNOP00000027497,Atp1a3
Fermt2,10116.ENSRNOP00000069828,Fermt2
Map3k14,10116.ENSRNOP00000004532,Map3k14
Acp1,10116.ENSRNOP00000072548,Acp1
Itgal,10116.ENSRNOP00000024404,Itgal
Synj2,10116.ENSRNOP00000059744,Synj2
Pole,10116.ENSRNOP00000058920,Pole
Gemin5,10116.ENSRNOP00000050493,Gemin5
Dnph1,10116.ENSRNOP00000024815,Dnph1
Scara3,10116.ENSRNOP00000022015,Scara3
Wdhd1,10116.ENSRNOP00000015100,Wdhd1
Emd,10116.ENSRNOP00000075584,Emd
Mei1,10116.ENSRNOP00000009428,Mei1
Kcnk18,10116.ENSRNOP00000039866,Kcnk18
Utp6,10116.ENSRNOP00000019044,Utp6
Tgif2,10116.ENSRNOP00000059063,Tgif2
Acap2,10116.ENSRNOP00000073162,Acap2
Tmem181,10116.ENSRNOP00000059824,Tmem181
Ttll12,10116.ENSRNOP00000038639,Ttll12
Ptma,10116.ENSRNOP00000025093,Ptma
Pold1,10116.ENSRNOP00000026797,Pold1
Pigm,10116.ENSRNOP00000010551,Pigm
Ccnf,10116.ENSRNOP00000060445,Ccnf
Arpc1a,10116.ENSRNOP00000001319,Arpc1a
Ncaph2,10116.ENSRNOP00000073049,Ncaph2
Cd300c2,10116.ENSRNOP00000065726,Cd300c2
B4galt1,10116.ENSRNOP00000069825,B4galt1
Tigar,10116.ENSRNOP00000074722,Tigar
Hells,10116.ENSRNOP00000064061,Hells
Clec1a,10116.ENSRNOP00000069193,Clec1a
Add2,10116.ENSRNOP00000021491,Add2
Alas2,10116.ENSRNOP00000000180,Alas2
Ncf4,10116.ENSRNOP00000009544,Ncf4
Jph2,10116.ENSRNOP00000010938,Jph2
Zfp296,10116.ENSRNOP00000064037,Zfp296
Parvg,10116.ENSRNOP00000070638,Parvg
Bmp1,10116.ENSRNOP00000040287,Bmp1
Atad5,10116.ENSRNOP00000028975,Atad5
Wfdc17,10116.ENSRNOP00000003376,Wfdc17
Pcdh18,10116.ENSRNOP00000013343,Pcdh18
S100a16,10116.ENSRNOP00000016499,S100a16
Slc6a9,10116.ENSRNOP00000070161,Slc6a9
Ucma,10116.ENSRNOP00000063022,Ucma
Dhx38,10116.ENSRNOP00000019810,Dhx38
Anln,10116.ENSRNOP00000019601,Anln
Fgr,10116.ENSRNOP00000013779,Fgr
Adnp2,10116.ENSRNOP00000068569,Adnp2
Nup58,10116.ENSRNOP00000017204,Nup58
Rgma,10116.ENSRNOP00000061067,Rgma
Wdr64,10116.ENSRNOP00000061354,Wdr64
Slc41a2,10116.ENSRNOP00000011572,Slc41a2
Gsdmd,10116.ENSRNOP00000067951,Gsdmd
Crim1,10116.ENSRNOP00000005983,Crim1
Dnajc2,10116.ENSRNOP00000016909,Dnajc2
Kcns3,10116.ENSRNOP00000006499,Kcns3
Ggt7,10116.ENSRNOP00000025315,Ggt7
Gabra5,10116.ENSRNOP00000014573,Gabra5
E2f1,10116.ENSRNOP00000022428,E2f1
Nelfe,10116.ENSRNOP00000000478,Nelfe
Csnk1e,10116.ENSRNOP00000018126,Csnk1e
Abl1,10116.ENSRNOP00000044534,Abl1
Timeless,10116.ENSRNOP00000070516,Timeless
Srsf4,10116.ENSRNOP00000013301,Srsf4
Gse1,10116.ENSRNOP00000023607,Gse1
Ltv1,10116.ENSRNOP00000020453,Ltv1
Fam124b,10116.ENSRNOP00000065080,Fam124b
Prmt7,10116.ENSRNOP00000075738,Prmt7
Prrg1,10116.ENSRNOP00000063292,Prrg1
Psmd13,10116.ENSRNOP00000019642,Psmd13
Sirpa,10116.ENSRNOP00000069024,Sirpa
Sapcd2,10116.ENSRNOP00000017466,Sapcd2
Rac2,10116.ENSRNOP00000009994,Rac2
Smyd2,10116.ENSRNOP00000004783,Smyd2
Sfpq,10116.ENSRNOP00000074636,Sfpq
Pola1,10116.ENSRNOP00000018147,Pola1
Lmo1,10116.ENSRNOP00000072872,Lmo1
Blm,10116.ENSRNOP00000015065,Blm
Sh2d4a,10116.ENSRNOP00000018543,Sh2d4a
Kcnh2,10116.ENSRNOP00000013800,Kcnh2
Nppc,10116.ENSRNOP00000025582,Nppc
Elk4,10116.ENSRNOP00000059567,Elk4
Malsu1,10116.ENSRNOP00000011971,Malsu1
Rbm14,10116.ENSRNOP00000066778,Rbm14
Trpv3,10116.ENSRNOP00000026596,Trpv3
Plat,10116.ENSRNOP00000025764,Plat
Ddit4l,10116.ENSRNOP00000013661,Ddit4l
Spns2,10116.ENSRNOP00000068809,Spns2
Timm50,10116.ENSRNOP00000053926,Timm50
Cenpi,10116.ENSRNOP00000041317,Cenpi
Nrm,10116.ENSRNOP00000001085,Nrm
Pknox1,10116.ENSRNOP00000001566,Pknox1
Cck,10116.ENSRNOP00000026159,Cck
Brd4,10116.ENSRNOP00000008963,Brd4
Prrc1,10116.ENSRNOP00000022021,Prrc1
Meltf,10116.ENSRNOP00000002373,Meltf
Gorasp2,10116.ENSRNOP00000072730,Gorasp2
Rpl13a,10116.ENSRNOP00000027976,Rpl13a
Necab2,10116.ENSRNOP00000020341,Necab2
Tbce,10116.ENSRNOP00000071747,Tbce
Pola2,10116.ENSRNOP00000028406,Pola2
Hspa1a,10116.ENSRNOP00000067749,Hspa1a
Parn,10116.ENSRNOP00000072539,Parn
Disp1,10116.ENSRNOP00000004834,Disp1
Prrx1,10116.ENSRNOP00000004950,Prrx1
Cers5,10116.ENSRNOP00000074498,Cers5
Psmb10,10116.ENSRNOP00000026462,Psmb10
Nqo1,10116.ENSRNOP00000017175,Nqo1
Gp1ba,10116.ENSRNOP00000053510,Gp1ba
Nol3,10116.ENSRNOP00000020908,Nol3
Cebpb,10116.ENSRNOP00000071427,Cebpb
P2ry10,10116.ENSRNOP00000046594,P2ry10
Slc30a7,10116.ENSRNOP00000019172,Slc30a7
Psma5,10116.ENSRNOP00000026928,Psma5
Ice1,10116.ENSRNOP00000058589,Ice1
Fignl1,10116.ENSRNOP00000005857,Fignl1
Tfam,10116.ENSRNOP00000000753,Tfam
Kif3a,10116.ENSRNOP00000009999,Kif3a
Cald1,10116.ENSRNOP00000068857,Cald1
Tfdp1,10116.ENSRNOP00000070337,Tfdp1
Selenoi,10116.ENSRNOP00000073379,Selenoi
Snrpd3,10116.ENSRNOP00000065967,Snrpd3
Resf1,10116.ENSRNOP00000052305,Resf1
Bspry,10116.ENSRNOP00000020366,Bspry
Tmem222,10116.ENSRNOP00000011357,Tmem222
Arpc2,10116.ENSRNOP00000019265,Arpc2
Dis3,10116.ENSRNOP00000029411,Dis3
Ccl7,10116.ENSRNOP00000000256,Ccl7
Ttk,10116.ENSRNOP00000072355,Ttk
Cpne8,10116.ENSRNOP00000037093,Cpne8
Selp,10116.ENSRNOP00000068338,Selp
Bag5,10116.ENSRNOP00000071757,Bag5
Cep170b,10116.ENSRNOP00000033816,Cep170b
Map3k2,10116.ENSRNOP00000057715,Map3k2
Cd80,10116.ENSRNOP00000002089,Cd80
Cmtm2a,10116.ENSRNOP00000058363,Cmtm2a
Tcp11,10116.ENSRNOP00000039755,Tcp11
Micu2,10116.ENSRNOP00000015233,Micu2
Grk2,10116.ENSRNOP00000025847,Grk2
Tor1aip2,10116.ENSRNOP00000039176,Tor1aip2
Hspb1,10116.ENSRNOP00000032902,Hspb1
Lsm3,10116.ENSRNOP00000011557,Lsm3
Psip1,10116.ENSRNOP00000016130,Psip1
Cxcr2,10116.ENSRNOP00000019109,Cxcr2
Lrr1,10116.ENSRNOP00000005595,Lrr1
Brip1,10116.ENSRNOP00000072934,Brip1
Galnt12,10116.ENSRNOP00000011112,Galnt12
Hif1a,10116.ENSRNOP00000042230,Hif1a
Syne3,10116.ENSRNOP00000036723,Syne3
Sesn3,10116.ENSRNOP00000011008,Sesn3
Bex1,10116.ENSRNOP00000039471,Bex1
Cdyl2,10116.ENSRNOP00000058951,Cdyl2
Rfc3,10116.ENSRNOP00000001444,Rfc3
Mrps18c,10116.ENSRNOP00000002962,Mrps18c
Nos3,10116.ENSRNOP00000013058,Nos3
Ccdc102a,10116.ENSRNOP00000035778,Ccdc102a
Prickle1,10116.ENSRNOP00000031476,Prickle1
Kirrel1,10116.ENSRNOP00000033900,Kirrel1
Sp140,10116.ENSRNOP00000071192,Sp140
Slc2a2,10116.ENSRNOP00000015866,Slc2a2
Rrp1,10116.ENSRNOP00000001597,Rrp1
