"ProbeID","GeneSymbol","logFC","P.Value","adj.P.Val"
"10729771","Ankrd22",59.575395,0.00341206877880648,0.036805596394818
"10844944",NA,17.50307,0.00342653098741185,0.0368877578052607
"10781321","Tnfrsf10b",64.21575,0.00342689719598403,0.0368877578052607
"10849863","Snrpb",157.68635,0.00343047709670953,0.0369052527642396
"10762590",NA,313.79475,0.00343104903497209,0.0369052527642396
"10777512","Hmx1",22.454975,0.00343984045216025,0.0369406900173637
"10755013","Il1rap",114.36913,0.0034512684955925,0.0370075988342734
"10893361","Npm1",923.79245,0.00345508731075351,0.0370075988342734
"10719900","Axl",487.83575,0.00345704507066866,0.0370075988342734
"10847963",NA,66.337905,0.00345940148493076,0.0370075988342734
"10736917","Ddx52",285.17355,0.00346128760400321,0.0370075988342734
"10913800",NA,26.1695,0.00346289277982877,0.0370075988342734
"10723697","Rpl21",453.5181,0.00346327865462128,0.0370075988342734
"10819300",NA,72.77568,0.00346393041682339,0.0370075988342734
"10796858","Nsun2",350.83065,0.0034657598731716,0.0370075988342734
"10817573","Rbm8a",213.87845,0.00347174029228827,0.037042885646059
"10924151","Atic",280.9014,0.0034835165678682,0.0371414062093801
"10845607","Rbms1",506.9867,0.00348486141597605,0.0371421894951931
"10749117","Trim47",91.6264,0.00348741031529633,0.037144047135216
"10744756","Emc6",457.584,0.003490349176043,0.0371600075907143
"10881619","Ubiad1",35.9059,0.00349394770014563,0.0371847679825335
"10754136","Rpl9",555.1285,0.00350242440327726,0.0372286853958124
"10753567","Cldnd1",171.53995,0.00350283895720688,0.0372286853958124
"10797631","Nol8",91.4087500000001,0.00350317163528063,0.0372286853958124
"10721723","Dkkl1",30.59804,0.00351688502467195,0.037335475797413
"10788497","Eri1",237.7591,0.00351705447369346,0.037335475797413
"10930988","Ticam1",21.27086,0.0035255678900264,0.0373715313277327
"10705797",NA,133.39285,0.00353795275213224,0.0374611825409815
"10846151",NA,176.1055,0.00353915464548193,0.0374611825409815
"10771465","Hnrnpdl",314.6608,0.0035459745282339,0.0374630373771527
"10725242","Itpripl2",113.84214,0.00354630171452637,0.0374630373771527
"10882227","Tas1r3",14.72625,0.00354718269973596,0.0374630373771527
"10768642","Lamc2",1291.85028,0.00355030625934966,0.0374630373771527
"10749352","Jmjd6",71.6325000000001,0.00356009614192796,0.0375197145347342
"10778659",NA,17.63337,0.00356942927490748,0.0375909541590292
"10815315","Eif4e",296.0455,0.00358071042087456,0.0376961708956502
"10827029","Metap1",116.1293,0.00358763705771219,0.0377057613423974
"10779548",NA,20.997975,0.0035899548358107,0.0377119527412347
"10750996","Plcxd2",18.887235,0.00360271457445044,0.037818793955442
"10908218",NA,37.1096,0.00360527109186597,0.0378221443793118
"10851384",NA,56.70555,0.00360917283676106,0.0378434967574727
"10709518",NA,15.164355,0.00361284016076509,0.0378434967574727
"10762389","Med13l",95.2382000000001,0.00363362259550906,0.0380202902955594
"10813253","C6",54.812865,0.00364276830373452,0.0381007195361466
"10874240","Klhl21",57.829805,0.00364391765537049,0.0381007195361466
"10794866","Serpinb1a",1005.03555,0.00364530424918338,0.0381015807998723
"10840732","Nsfl1c",488.0206,0.00364852838601136,0.0381216410117796
"10706509","Fv1",53.231155,0.00365228673062371,0.0381472665528928
"10835645","Rpl12",906.521499999999,0.00365376654510227,0.0381490835770614
"10774104","Ccm2",90.7700500000001,0.003670884640702,0.03830043710481
"10852270","Lama5",251.9854,0.00367315861945129,0.0383040912525929
"10847761","Cd44",975.83045,0.00367385718113799,0.0383040912525929
"10750547",NA,20.59095,0.00368794051150275,0.0383824346644251
"10877313","Mup4l4",31.928715,0.00369237830932818,0.0384012602095811
"10862666","Gars1",417.157,0.00369644725146022,0.0384025640128588
"10843357","Tubb4b",397.24595,0.00370748508372952,0.0384728001908912
"10760290","Nptx2",42.163454,0.00371268280138906,0.0384876314878743
"10753604",NA,15.28311,0.00371314863231792,0.0384876314878743
"10801174","Pcdhb5",16.08928,0.00371385750545347,0.0384876314878743
"10710513","Polr3e",98.4232999999999,0.00372094621960917,0.038520100233757
"10731193",NA,22.142195,0.00372276239153214,0.038525249913645
"10726979","Ctsd",2134.797,0.00372966537093341,0.038555712719904
"10833591","Rpl7a",448.0004,0.00373374724548083,0.0385732932168205
"10733017","Havcr1",3147.36168,0.00374073058313691,0.0385732932168205
"10840680",NA,62.30363,0.00374386245738523,0.0385732932168205
"10749869","Pkn3",264.8603,0.00374456971188139,0.0385732932168205
"10794511","Nup153",424.32895,0.00374926220838357,0.0385934041228084
"10821695","Rps15a",545.6745,0.00375390327531011,0.0386013834160189
"10905335","Card10",76.7293,0.00376815835123676,0.0387207098392651
"10757786","Eif4h",304.70495,0.00377181022078618,0.0387446075211137
"10772758",NA,65.25428,0.00377978937702702,0.0387893678350134
"10894999","Tmcc3",45.3024,0.00378015096276728,0.0387893678350134
"10889684","Bzw2",379.6762,0.00378779824523298,0.0388269255916619
"10726151","Mcmbp",316.7231,0.00379190507450739,0.0388369344991213
"10936086","Flna",741.11335,0.0037927628577392,0.0388369344991213
"10817827",NA,158.75792,0.00380100796728223,0.0389077248620123
"10886842","Mir341",20.88108,0.00380962484152316,0.0389822697443985
"10767189","Ddx18",129.3138,0.00381245719835749,0.0389911976366848
"10702656",NA,32.583495,0.003817078670861,0.039015781001351
"10858218","Cacna2d4",15.799575,0.00382284279047176,0.0390227477497952
"10869661","Prrc2c",256.62575,0.00382492100487013,0.0390227477497952
"10832865","Eloc",244.34,0.0038271947238198,0.0390227477497952
"10708053","Abhd2",441.43475,0.00383171156120118,0.0390441651722816
"10909480","H2ax",193.58755,0.00383907569208087,0.0390590454210257
"10932623","Nudt11",31.14232,0.00383930540712087,0.0390590454210257
"10937236","Nudt11",31.14232,0.00383930540712087,0.0390590454210257
"10836394","Marchf7",145.4207,0.00383997812343787,0.0390590454210257
"10758679","Mapkapk5",79.2694000000001,0.00384216824353215,0.0390590454210257
"10938048","Taf5l1",63.62685,0.00384253085986266,0.0390590454210257
"10780979","Rpl23a",655.988500000001,0.00384900322110791,0.0390870588748653
"10874691","Rps15a",426.6157,0.00385801758360156,0.0391369178963847
"10790229","Mettl6",38.58545,0.00386319090171619,0.0391369178963847
"10750993",NA,80.32561,0.00386399435018384,0.0391369178963847
"10940497","U2af1",194.0036,0.00386447849786357,0.0391369178963847
"10765173","Sele",21.038855,0.00386492805268261,0.0391369178963847
"10892184","Hsp90aa1",1926.5825,0.00386910102225484,0.0391542914325918
"10940009","LOC102547275",17.60995,0.0038706645326667,0.0391542914325918
"10845363",NA,36.705735,0.00387435320082593,0.0391780389092865
"10752334","Ranbp1",744.81235,0.00387898679568037,0.0391977586471831
"10783933","Adcy4",28.56323,0.00388700989818059,0.0392652514403347
"10923857","Eef1b2",314.07685,0.0038907547293795,0.0392722480419063
"10868193","Akirin2",98.4962500000001,0.00389173540361877,0.0392722480419063
"10790617",NA,18.210015,0.0039030168220088,0.0393188817371237
"10826859","Aimp1",394.8506,0.0039079688324071,0.0393188817371237
"10893774","Klf16",80.47045,0.00391067528464034,0.0393188817371237
"10825657",NA,19.154885,0.00392933762494876,0.0394473090636609
"10867743","Nbn",112.24645,0.00393191430050898,0.0394596167554344
"10807464","Pla2g15",45.58416,0.00393896012131663,0.0394914155382292
"10894549","Ckap4",117.0152,0.00393963150803288,0.0394914155382292
"10883461","Apob",33.901545,0.00394789199747339,0.0395520290857982
"10745583","Nle1",37.35968,0.00396190600872944,0.0396652234883557
"10873790",NA,410.32375,0.00396551743582972,0.0396877788182012
"10721480","Atf5",153.76995,0.0039710737719902,0.0397297771146993
"10804567","Synpo",149.6789,0.00397763530793772,0.0397818000294736
"10776256","Rpl9",806.685499999999,0.0039864178463964,0.039852515134877
"10842409","Ddx27",49.958025,0.00398879832458344,0.039852515134877
"10856965","Snrpg",403.8491,0.00399019674337126,0.0398528573199481
"10860617","Speer4cl3",55.382495,0.00400117092319445,0.0399351579604382
"10737056","Rpl37a",542.368,0.00403339031808887,0.0401060125094106
"10722672",NA,11.808333,0.00404081524148824,0.0401661709645585
"10730098","Aldh18a1",253.5721,0.00404703899764353,0.0402007717796143
"10703983","Hspbp1",106.98985,0.00404979076499889,0.0402007717796143
"10875951",NA,33.38985,0.00404980048426799,0.0402007717796143
"10939584","Elf4",99.00983,0.00405489785876187,0.0402376990644936
"10823044",NA,25.640763,0.00405767790594525,0.0402429388797921
"10762028",NA,38.80883,0.0040683286196057,0.0403161981998511
"10917709",NA,49.5273,0.00407389284094235,0.0403439679509457
"10932565",NA,126.28085,0.00408431421154304,0.040433465054564
"10858315","Il17ra",58.01445,0.00409086609148751,0.0404636976304644
"10801386","Tcerg1",149.4707,0.00410783476494078,0.0405700760050642
"10798130",NA,15.229745,0.00411587285448894,0.0406219964767027
"10729009","Dtx4",94.484,0.00411824315614044,0.0406316634797322
"10791085","Nr2c2ap",129.50615,0.00412096426083511,0.0406447839014305
"10773706",NA,19.850235,0.00413329554250069,0.040714655214226
"10938126","Ptges3l1",33.481385,0.00413501684194594,0.040714655214226
"10810434","Gypa",42.791705,0.00414754747940127,0.0407909061834297
"10730446","Npm3",210.3896,0.00415113863501528,0.0407909061834297
"10732058","Rnps1",347.7152,0.00415396065739333,0.0407971253368007
"10912990","Rassf1",246.8608,0.00415567412141487,0.0407971253368007
"10910220",NA,18.615785,0.00415980869985027,0.0407971253368007
"10727603","Lrfn4",92.242915,0.00416565535013031,0.040829405995446
"10873870","Rpl9",736.1725,0.00416623739550984,0.040829405995446
"10834704","Wdr5",158.9024,0.00418015102254396,0.0409259859441862
"10791989","Prag1",41.800485,0.00418899983567739,0.0409660061920905
"10881645",NA,70.67316,0.00419045243157212,0.0409660061920905
"10782984","Rpl7a",315.52555,0.00419139428041892,0.0409660061920905
"10922771","Cnot11",60.3837,0.00419612703325336,0.0409711414269598
"10741212","Tbl3",141.37305,0.00419880908275575,0.0409823690252264
"10796445","Vim",1369.224,0.00420008259264489,0.0409823690252264
"10851492","Oser1",116.0105,0.00420866766624179,0.0410473767256244
"10837537","Actg1",1628.371,0.00420955503080615,0.0410473767256244
"10700782",NA,273.604,0.00421166332973477,0.0410542317366939
"10753732","Rpl24",185.94135,0.00422873728567118,0.041179443687866
"10823593","Kpna4",51.7424000000001,0.00424074559549836,0.0412576616882987
"10823955","Fgb",242.98001,0.00424312979767269,0.0412645785316944
"10830291","Frk",308.00335,0.00425656980171627,0.0412947684454434
"10928916","Usp37",44.6128,0.00425754236180173,0.0412947684454434
"10824695","S100a9",95.703124,0.00427195380801786,0.0413658795317978
"10826418","Ptbp2",39.4586,0.0042810686384037,0.0414203309826271
"10881211","Efhd2",414.28105,0.00429206239016703,0.0414530553333335
"10823049",NA,301.3705,0.00429331721610678,0.0414530553333335
"10784219",NA,171.90095,0.00429739655722402,0.0414530553333335
"10733380","Nhp2",205.5178,0.00429921949944075,0.0414530553333335
"10919270","Morf4l1",210.4979,0.00429998316732891,0.0414530553333335
"10925839",NA,42.731475,0.00430224083558113,0.0414530553333335
"10877675",NA,18.876515,0.00430403517802695,0.0414566711806394
"10707237","Prmt3",116.0945,0.00430890085630923,0.0414641808021007
"10905192","Myh9",1293.8558,0.00431611733890959,0.0414865722105889
"10755497",NA,168.69385,0.00431861737728208,0.0414865722105889
"10768739",NA,269.60253,0.00432075495374092,0.0414865722105889
"10935323","Utp14a",76.78484,0.00432236645465651,0.0414865722105889
"10716464","Snu13",493.3284,0.00432324167436733,0.0414865722105889
"10905681","Snu13",493.3284,0.00432324167436733,0.0414865722105889
"10876076","Nol6",75.1319,0.00432418061139328,0.0414865722105889
"10926948","Tram2",42.3725000000001,0.00433550959632873,0.0415679610591229
"10796092",NA,72.94898,0.00434677615199119,0.0416486449669631
"10800386",NA,30.41112,0.00435067074806055,0.0416722935192921
"10893366","Psmc4",331.947,0.00437516948771569,0.0417973189712643
"10742031","Fbll1",23.99083,0.00438409541001256,0.0418345420786594
"10782177",NA,21.433855,0.00438608211804345,0.0418345420786594
"10725893","Mvp",271.048,0.00439062791848119,0.0418345420786594
"10736661","Psmd11",218.96385,0.00439098798617774,0.0418345420786594
"10890301","Sos2",59.7479,0.00439400515640763,0.0418345420786594
"10801104","Wdr55",104.749895,0.00439455715462596,0.0418345420786594
"10817068","S100a7a",23.80562,0.00439481788318634,0.0418345420786594
"10823508","Ccnl1",331.15865,0.00440232478907597,0.041892350615005
"10779312",NA,21.56727,0.00440966809438453,0.0419412259503342
"10921343","Rftn1",47.85914,0.00441708486973624,0.0419644609380405
"10894857","Cdk17",154.38015,0.00442629724362533,0.0420109966456369
"10781280",NA,289.8746,0.0044319604735281,0.0420510858310003
"10749612","Actg1",1621.1975,0.00443656867591379,0.0420811419799174
"10785773","Spry2",127.84707,0.0044482566798715,0.0421212110563707
"10752270","Gp1bb",61.61793,0.00445143632153062,0.0421212110563707
"10752289","Gp1bb",61.61793,0.00445143632153062,0.0421212110563707
"10752292","Gp1bb",61.61793,0.00445143632153062,0.0421212110563707
"10908452","C8h19orf38",26.919785,0.0044537396772996,0.0421212110563707
"10838743","Knl1",26.559018,0.0044589056208446,0.0421288708950046
"10770066","Ackr1",27.205225,0.00446348809022494,0.0421585325146562
"10727116","Tnfrsf22",29.719714,0.00446975676682149,0.0421768327473911
"10783868","Tinf2",92.6525,0.00448584213037191,0.0423137253058406
"10719195",NA,103.0912,0.00448716098437373,0.0423137253058406
"10888150","Zfp36l2",216.7516,0.00449813180362539,0.042403492259152
"10751896","Cldn1",639.28585,0.00450116220798939,0.0424053040773634
"10803049",NA,330.99475,0.0045032412265932,0.0424053040773634
"10779357","Psmd6",188.303,0.00450346639140364,0.0424053040773634
"10897723","Apobec3",38.078475,0.00451032995027592,0.0424499932884539
"10784805","Rpl7a",413.67535,0.0045210821851544,0.0425237910357697
"10803943","Pfdn1",83.7085999999999,0.00452492323364428,0.0425462205818101
"10756617",NA,336.61275,0.00453297002021352,0.0426081680085321
"10811452","Cotl1",55.0768,0.00454079825827971,0.0426536879595613
"10834225","Npdc1",231.2201,0.00455210538487423,0.0427123346103667
"10724311","Hbb-b1",2256.3833,0.00455282433000212,0.0427123346103667
"10797169","Rplp1",867.837,0.0045629097909286,0.0427794758126406
"10712845","Ppp1ca",145.021,0.00456766965233536,0.0427876449310889
"10887486",NA,84.455945,0.00457595195691382,0.0428193018799745
"10850015",NA,28.60635,0.0045881207115409,0.0428645214157198
"10790346",NA,72.87309,0.00459269285078757,0.0428798111035181
"10934805",NA,21.047515,0.00459459455970577,0.0428838611716435
"10762665","Pxn",93.0097500000001,0.0045968941106756,0.0428864311032695
"10792997",NA,216.90385,0.00459780592234682,0.0428864311032695
"10819994","Rpl7a",265.28035,0.00460532343153878,0.0429052355168739
"10779997","LOC290071",27.304695,0.00460716717951363,0.0429052355168739
"10780059","LOC290071",27.304695,0.00460716717951363,0.0429052355168739
"10764544",NA,29.615305,0.00461665690839042,0.0429406785798421
"10704652",NA,510.6195,0.00462262786397004,0.0429406785798421
"10754260","Polq",29.746255,0.00462559081950334,0.0429406785798421
"10940483","Ak6",159.07475,0.00463862818822047,0.0429926662089698
"10866314",NA,91.48595,0.00464052583487053,0.0429966133015882
"10940481",NA,481.1393,0.00464408877756521,0.0430159827355073
"10886131","Vash1",34.9765,0.00464797242675548,0.0430383095008668
"10923560","Bzw1",216.9901,0.00465653392745866,0.043064656079523
"10746532",NA,45.92572,0.00465716106741744,0.043064656079523
"10705553","Fbxo27",20.99479,0.00465734280547389,0.043064656079523
"10838512","Aven",39.5886,0.00467005831508129,0.0431255351992857
"10757810","Clip2",104.57402,0.00467066523816002,0.0431255351992857
"10872336","Marcksl1",350.20805,0.00467142800012031,0.0431255351992857
"10802567","Mbd2",349.754000000001,0.00467302558626686,0.0431255351992857
"10762115","Naa25",109.3709,0.004678037741731,0.04313752529301
"10753614","Tomm70",156.3985,0.00469128703187766,0.0432065760874129
"10754401","Mix23",33.772535,0.00471222772756134,0.0433433316198314
"10778295","Ddx56",87.9046,0.00472930792329338,0.0434381005982332
"10872626","Gpr3",17.903496,0.00472952907415707,0.0434381005982332
"10863698","Dusp11",135.8744,0.00475585261115629,0.0435858041994041
"10875256","Tmem68",73.9948999999999,0.0047615557653073,0.0436062978456701
"10823012",NA,105.08007,0.00476535829036397,0.043622886049917
"10830454","LOC366310",162.97155,0.00476635353841771,0.043622886049917
"10779671","Mapk1ip1l",57.4807,0.00479528578978519,0.0438327531485559
